work_year,experience_level,employment_type,job_title,salary,employee_residence,workplace_type,company_location,company_size,Job_Category,region
2023,Senior,Full Time,Data Engineer,90000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,155000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,139500,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Analyst,131650,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Analyst,105320,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Applied Scientist,222200,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,136000,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Decision Scientist,204500,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Decision Scientist,126400,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,309400,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,159100,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,235400,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,160080,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Analyst,146190,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,119610,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Research Scientist,190000,Namibia,Remote,Namibia,M,Research Scientist,Americas
2023,Mid,Full Time,Research Scientist,175000,Namibia,Remote,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Data Science Manager,299500,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Science Manager,245100,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Executive,Full Time,Data Scientist,228856,Namibia,Remote,Namibia,M,Data Scientist,Europe
2023,Executive,Full Time,Data Scientist,144540,Namibia,Remote,Namibia,M,Data Scientist,Europe
2023,Senior,Full Time,Research Scientist,210000,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,151800,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,331640,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,267720,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,Data Architect,150000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Data Architect,100000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Scientist,126500,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,78000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,48585,Namibia,In Person,Namibia,M,Data Scientist,Europe
2023,Senior,Full Time,Data Scientist,38868,Namibia,In Person,Namibia,M,Data Scientist,Europe
2023,Senior,Full Time,Data Analyst,126500,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,78000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,BI Developer,167500,Namibia,In Person,Namibia,M,Business Intelligence,Americas
2023,Senior,Full Time,BI Developer,106500,Namibia,In Person,Namibia,M,Business Intelligence,Americas
2023,Senior,Full Time,Data Scientist,105000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,70000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Machine Learning Engineer,300000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Europe
2023,Mid,Full Time,Machine Learning Engineer,200000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Europe
2023,Senior,Full Time,Data Engineer,96000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,72000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Scientist,323300,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,184700,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Data Scientist,205150,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,167850,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,267100,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,167200,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Business Intelligence Engineer,247500,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Business Intelligence Engineer,172200,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Analyst,130000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,110000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Research Engineer,253000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Engineer,156400,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Applied Scientist,222200,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,136000,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,278700,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,159300,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Data Scientist,222750,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,182250,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Entry,Full Time,Data Science Engineer,104024,Namibia,Hybrid,Namibia,S,Data Engineer,Europe
2023,Mid,Full Time,Data Scientist,50745,Namibia,Hybrid,Namibia,S,Data Scientist,Europe
2023,Senior,Full Time,Data Engineer,215000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,185000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,296400,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,148594,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Scientist,206000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,140250,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Analytics Manager,254500,Namibia,Remote,Namibia,L,Data Analyst,Americas
2023,Senior,Full Time,Data Analytics Manager,130900,Namibia,Remote,Namibia,L,Data Analyst,Americas
2023,Senior,Full Time,Data Scientist,198000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,124000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Manager,145000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Manager,130000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,BI Analyst,234485,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,BI Analyst,112655,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Machine Learning Engineer,296400,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,148594,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Applied Scientist,222200,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,136000,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,200000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,150000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Entry,Full Time,Data Analyst,125000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Analyst,105000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Scientist,86128,Namibia,In Person,Namibia,M,Data Scientist,Europe
2023,Mid,Full Time,Data Scientist,51676,Namibia,In Person,Namibia,M,Data Scientist,Europe
2023,Mid,Full Time,Data Engineer,70179,Namibia,Remote,Namibia,M,Data Engineer,Europe
2023,Mid,Full Time,Data Engineer,64781,Namibia,Remote,Namibia,M,Data Engineer,Europe
2023,Senior,Full Time,Data Scientist,258000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,190000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,184184,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,167441,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Entry,Full Time,AI Programmer,74087,Namibia,Remote,Namibia,L,Machine Learning Engineer,Americas
2023,Entry,Full Time,Data Scientist,32390,Namibia,In Person,Namibia,L,Data Scientist,Europe
2023,Executive,Full Time,Data Engineer,204500,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Executive,Full Time,Data Engineer,130000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,Analytics Engineer,90000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Analytics Engineer,84000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Scientist,136000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,104000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Engineer,202400,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,147200,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,Data Engineer,80000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,Data Engineer,52500,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,128000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,81500,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Analyst,105000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,75000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,95000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,75000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Engineer,167500,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,106500,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,139500,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,90000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,269500,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,166600,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,AI Architect,330000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,AI Architect,204000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Engineer,252000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,129000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,180000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,165000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Business Intelligence Engineer,192000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Business Intelligence Engineer,142000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Operations Manager,143000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Operations Manager,129000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Scientist,191000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,146000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Specialist,85000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Specialist,70000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Scientist,155000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,139500,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Engineer,147648,Namibia,Remote,Namibia,M,Data Engineer,Europe
2023,Senior,Full Time,Data Engineer,98432,Namibia,Remote,Namibia,M,Data Engineer,Europe
2023,Senior,Full Time,Data Analyst,138860,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,122720,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Machine Learning Engineer,212800,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,144800,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,Data Analyst,250000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Analyst,100000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Scientist,209450,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,167560,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Entry,Full Time,Data Scientist,16000,Namibia,Remote,Namibia,L,Data Scientist,Americas
2023,Mid,Full Time,Data Engineer,27000,Namibia,Remote,Namibia,S,Data Engineer,Americas
2023,Executive,Full Time,Data Manager,72000,Namibia,Remote,Namibia,S,Data Management,Americas
2023,Senior,Full Time,Data Engineer,172900,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,144100,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,230000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,175000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,BI Analyst,160000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,BI Analyst,135000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,150000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,110000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,101500,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,83700,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Scientist,310270,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,253430,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Business Intelligence Engineer,202800,Namibia,In Person,Namibia,L,Data Engineer,Americas
2023,Senior,Full Time,Business Intelligence Engineer,104300,Namibia,In Person,Namibia,L,Data Engineer,Americas
2023,Senior,Full Time,Data Analyst,110000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,70000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Scientist,283000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,184000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Analyst,166500,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,113220,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Executive,Full Time,Data Scientist,220000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Executive,Full Time,Data Scientist,185000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Engineer,260000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,225000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Applied Scientist,246500,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,133500,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Data Engineer,331640,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,283780,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Deep Learning Engineer,331640,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Deep Learning Engineer,283780,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,174000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,134000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,359170,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,310270,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,331640,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,283780,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Scientist,359170,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,295490,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Research Engineer,189110,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Engineer,139000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Executive,Full Time,Head of Data Science,330000,Namibia,In Person,Namibia,M,Other,Americas
2023,Executive,Full Time,Head of Data Science,230000,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Engineer,254000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,200000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Applied Scientist,309400,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,159100,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,331640,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,267720,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,283780,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,218540,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,Data Scientist,123040,Namibia,In Person,Namibia,M,Data Scientist,Europe
2023,Mid,Full Time,Data Scientist,73824,Namibia,In Person,Namibia,M,Data Scientist,Europe
2023,Mid,Full Time,Data Manager,167000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Data Manager,109000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Engineer,208000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,193000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,359170,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,295490,Namibia,In Person,Namibia,M,Data Scientist,Americas
2020,Entry,Full Time,Data Analyst,47899,Namibia,In Person,Namibia,L,Data Analyst,Europe
2023,Senior,Full Time,Lead Machine Learning Engineer,115000,Namibia,Remote,Namibia,S,Machine Learning Engineer,Europe
2023,Senior,Full Time,Applied Scientist,216000,Namibia,Remote,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,184000,Namibia,Remote,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,200000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,145000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,250000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,166600,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,284000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,227000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Research Scientist,205000,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,160000,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,191400,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,127600,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Applied Scientist,222200,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,136000,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,191400,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,127600,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,230000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,175000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Analyst,139600,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,85700,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Analytics Manager,38915,Namibia,Hybrid,Namibia,M,Data Analyst,Asia
2023,Mid,Full Time,Data Quality Analyst,95000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Quality Analyst,70000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Engineer,258000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,171000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Decision Scientist,204500,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Decision Scientist,126400,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Data Engineer,87000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,73000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,AI Scientist,20000,Namibia,Remote,Namibia,S,Machine Learning Engineer,Asia
2020,Executive,Full Time,Managing Director Data Science,300000,Namibia,Remote,Namibia,L,Other,Americas
2023,Mid,Full Time,Data Modeller,110736,Namibia,In Person,Namibia,M,Other,Europe
2023,Mid,Full Time,Data Modeller,55368,Namibia,In Person,Namibia,M,Other,Europe
2023,Senior,Full Time,Data Engineer,232960,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,151840,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,163152,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,108768,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Engineer,370000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Engineer,245000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,285000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,193900,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Research Scientist,240000,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,163200,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Data Scientist,222000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,166500,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,240000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,163200,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Research Scientist,345000,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,234700,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,AI Scientist,100000,Namibia,Remote,Namibia,S,Machine Learning Engineer,Asia
2023,Entry,Full Time,Finance Data Analyst,40000,Namibia,In Person,Namibia,S,Data Analyst,Africa
2023,Senior,Full Time,Machine Learning Engineer,226600,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,140100,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Engineer,241000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,155000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Software Data Engineer,210000,Namibia,Remote,Namibia,L,Other,Americas
2023,Mid,Full Time,Machine Learning Research Engineer,90000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Asia
2023,Mid,Full Time,Data Analyst,59382,Namibia,Hybrid,Namibia,L,Data Analyst,Europe
2023,Senior,Full Time,Analytics Engineer,90000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Analytics Engineer,84000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,160000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,140000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Analytics Engineer,221300,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Analytics Engineer,147500,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Executive,Full Time,Data Engineer,204500,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Executive,Full Time,Data Engineer,130000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,210000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,160000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,204500,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,142200,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Analyst,186600,Namibia,Remote,Namibia,M,Data Analyst,Americas
